query,issue,category,query_preprocessed,vocab
migratiestandpunt,integratie,expanded,migratiestandpunt,True
migratievraagstukken,integratie,expanded,migratievraagstukken,True
migratielanden,integratie,expanded,migratielanden,True
migratiegebied,integratie,expanded,migratiegebied,True
migratiecriminaliteit,integratie,expanded,migratiecriminaliteit,True
migratiewetten,integratie,expanded,migratiewetten,True
migrantenchristenen,integratie,expanded,migrantenchristenen,True
migratiewet,integratie,expanded,migratiewet,True
migratiewetgeving,integratie,expanded,migratiewetgeving,True
migrantenfamilie,integratie,expanded,migrantenfamilie,True
migratiediscussie,integratie,expanded,migratiediscussie,True
migratiehuwelijken,integratie,expanded,migratiehuwelijken,True
migratieorganisatie,integratie,expanded,migratieorganisatie,True
migratieonderzoeker,integratie,expanded,migratieonderzoeker,True
migrantenstad,integratie,expanded,migrantenstad,True
migratieministers,integratie,expanded,migratieministers,True
migrantenkringen,integratie,expanded,migrantenkringen,True
migrainemiddel,integratie,expanded,migrainemiddel,True
migrantenpartijen,integratie,expanded,migrantenpartijen,True
migratieoverschot,integratie,expanded,migratieoverschot,True
migratiekanalen,integratie,expanded,migratiekanalen,True
migrantenbuurten,integratie,expanded,migrantenbuurten,True
migrantenkwestie,integratie,expanded,migrantenkwestie,True
migrantenopvang,integratie,expanded,migrantenopvang,True
migrantenschepen,integratie,expanded,migrantenschepen,True
migratiestelsel,integratie,expanded,migratiestelsel,True
migratiebeperking,integratie,expanded,migratiebeperking,True
migratieverhaal,integratie,expanded,migratieverhaal,True
migratiesysteem,integratie,expanded,migratiesysteem,True
migratieafspraken,integratie,expanded,migratieafspraken,True
migrantenbuurt,integratie,expanded,migrantenbuurt,True
migratiepartijen,integratie,expanded,migratiepartijen,True
migrantenroute,integratie,expanded,migrantenroute,True
migratieminister,integratie,expanded,migratieminister,True
migratieretoriek,integratie,expanded,migratieretoriek,True
migrantendeal,integratie,expanded,migrantendeal,True
migratiebureau,integratie,expanded,migratiebureau,True
migrantenpopulatie,integratie,expanded,migrantenpopulatie,True
migratiespecialist,integratie,expanded,migratiespecialist,True
migratieproces,integratie,expanded,migratieproces,True
migratieonderzoek,integratie,expanded,migratieonderzoek,True
migratiegezant,integratie,expanded,migratiegezant,True
migrantenvrouw,integratie,expanded,migrantenvrouw,True
migratiehistoricus,integratie,expanded,migratiehistoricus,True
migra,integratie,expanded,migra,True
migrantenrechten,integratie,expanded,migrantenrechten,True
migrantenbestaan,integratie,expanded,migrantenbestaan,True
migrantenbevolking,integratie,expanded,migrantenbevolking,True
migratiebeweging,integratie,expanded,migratiebeweging,True
migratievoorstellen,integratie,expanded,migratievoorstellen,True
migratiekwesties,integratie,expanded,migratiekwesties,True
migratieparagraaf,integratie,expanded,migratieparagraaf,True
migrantenmeisjes,integratie,expanded,migrantenmeisjes,True
migrantenschrijvers,integratie,expanded,migrantenschrijvers,True
migratiestandpunten,integratie,expanded,migratiestandpunten,True
migratiepolitie,integratie,expanded,migratiepolitie,True
migrantenpolitiek,integratie,expanded,migrantenpolitiek,True
migratiepatroon,integratie,expanded,migratiepatroon,True
migrantendebat,integratie,expanded,migrantendebat,True
migrans,integratie,expanded,migrans,True
migratiestrategie,integratie,expanded,migratiestrategie,True
migratiegedrag,integratie,expanded,migratiegedrag,True
migrantenjeugd,integratie,expanded,migrantenjeugd,True
migrantencultuur,integratie,expanded,migrantencultuur,True
migrantenzonen,integratie,expanded,migrantenzonen,True
migratiemogelijkheden,integratie,expanded,migratiemogelijkheden,True
migratiecentrum,integratie,expanded,migratiecentrum,True
migrantenverhaal,integratie,expanded,migrantenverhaal,True
migrantenparochies,integratie,expanded,migrantenparochies,True
migratiemachine,integratie,expanded,migratiemachine,True
migrantenculturen,integratie,expanded,migrantenculturen,True
migratienota,integratie,expanded,migratienota,True
migrantendochter,integratie,expanded,migrantendochter,True
migratiequota,integratie,expanded,migratiequota,True
migratorum,integratie,expanded,migratorum,True
migrantengroeperingen,integratie,expanded,migrantengroeperingen,True
migratiesamenleving,integratie,expanded,migratiesamenleving,True
migratiemaatregelen,integratie,expanded,migratiemaatregelen,True
migratiecommissaris,integratie,expanded,migratiecommissaris,True
migraines,integratie,expanded,migraines,True
migrantenouderen,integratie,expanded,migrantenouderen,True
migratiebeperkingen,integratie,expanded,migratiebeperkingen,True
migrantengolf,integratie,expanded,migrantengolf,True
migratiekoers,integratie,expanded,migratiekoers,True
migratiemanagement,integratie,expanded,migratiemanagement,True
migrationsverket,integratie,expanded,migrationsverket,True
migratiemuseum,integratie,expanded,migratiemuseum,True
migrantenleerlingen,integratie,expanded,migrantenleerlingen,True
migrantenomroep,integratie,expanded,migrantenomroep,True
migrainepatient,integratie,expanded,migrainepatient,True
migrantenmilieus,integratie,expanded,migrantenmilieus,True
migrantenweek,integratie,expanded,migrantenweek,True
migrantenstop,integratie,expanded,migrantenstop,True
migrantenraad,integratie,expanded,migrantenraad,True
migratiehonden,integratie,expanded,migratiehonden,True
migrantenmannen,integratie,expanded,migrantenmannen,True
migrantenquotum,integratie,expanded,migrantenquotum,True
migrantenstudies,integratie,expanded,migrantenstudies,True
migrantengeschiedenis,integratie,expanded,migrantengeschiedenis,True
migrantenrecht,integratie,expanded,migrantenrecht,True
migraineklachten,integratie,expanded,migraineklachten,True
migrada,integratie,expanded,migrada,True
migratieverleden,integratie,expanded,migratieverleden,True
migrantarbeiders,integratie,expanded,migrantarbeiders,True
migratiethema,integratie,expanded,migratiethema,True
migratiestatus,integratie,expanded,migratiestatus,True
migrate,integratie,expanded,migrate,True
migrantenland,integratie,expanded,migrantenland,True
migratieaanpak,integratie,expanded,migratieaanpak,True
migrantenwerker,integratie,expanded,migrantenwerker,True
migranteninstroom,integratie,expanded,migranteninstroom,True
migratiewetenschapper,integratie,expanded,migratiewetenschapper,True
migrantengeld,integratie,expanded,migrantengeld,True
migratieverhalen,integratie,expanded,migratieverhalen,True
migratiehervorming,integratie,expanded,migratiehervorming,True
migratieprocessen,integratie,expanded,migratieprocessen,True
migratiebeperkende,integratie,expanded,migratiebeperkende,True
migrantenkaravanen,integratie,expanded,migrantenkaravanen,True
migrateur,integratie,expanded,migrateur,True
migrantentelevisie,integratie,expanded,migrantentelevisie,True
migrainelijders,integratie,expanded,migrainelijders,True
migrantenarbeider,integratie,expanded,migrantenarbeider,True
migrantje,integratie,expanded,migrantje,True
migrantenmonitor,integratie,expanded,migrantenmonitor,True
migrantentop,integratie,expanded,migrantentop,True
migrantencentrum,integratie,expanded,migrantencentrum,True
migratievoorstel,integratie,expanded,migratievoorstel,True
migratiestad,integratie,expanded,migratiestad,True
migrainemiddelen,integratie,expanded,migrainemiddelen,True
migrantendochters,integratie,expanded,migrantendochters,True
migrantenleven,integratie,expanded,migrantenleven,True
migrantenhotel,integratie,expanded,migrantenhotel,True
migrantentoestroom,integratie,expanded,migrantentoestroom,True
migratiehond,integratie,expanded,migratiehond,True
migrantenrellen,integratie,expanded,migrantenrellen,True
migrantenstem,integratie,expanded,migrantenstem,True
migratiewetenschappers,integratie,expanded,migratiewetenschappers,True
migrantenclubs,integratie,expanded,migrantenclubs,True
migrantenscholen,integratie,expanded,migrantenscholen,True
migratieregeling,integratie,expanded,migratieregeling,True
migrantenmilieu,integratie,expanded,migrantenmilieu,True
migrantenquota,integratie,expanded,migrantenquota,True
migrantenproblemen,integratie,expanded,migrantenproblemen,True
migratiepiek,integratie,expanded,migratiepiek,True
migrantentalen,integratie,expanded,migrantentalen,True
migratieprocedures,integratie,expanded,migratieprocedures,True
migratieseizoen,integratie,expanded,migratieseizoen,True
migrantenmeisje,integratie,expanded,migrantenmeisje,True
migrantengemeente,integratie,expanded,migrantengemeente,True
migrantenthema,integratie,expanded,migrantenthema,True
migrantensamenleving,integratie,expanded,migrantensamenleving,True
migrantencentra,integratie,expanded,migrantencentra,True
migratieafkomst,integratie,expanded,migratieafkomst,True
migratiediensten,integratie,expanded,migratiediensten,True
migrainegenen,integratie,expanded,migrainegenen,True
migrantenondernemers,integratie,expanded,migrantenondernemers,True
migratieketen,integratie,expanded,migratieketen,True
migrantenzaken,integratie,expanded,migrantenzaken,True
migrantenroutes,integratie,expanded,migrantenroutes,True
migrantenprostituees,integratie,expanded,migrantenprostituees,True
migratiekantoor,integratie,expanded,migratiekantoor,True
migrantendoden,integratie,expanded,migrantendoden,True
migrantenhuisvesting,integratie,expanded,migrantenhuisvesting,True
migratiecampagne,integratie,expanded,migratiecampagne,True
migrantenbeweging,integratie,expanded,migrantenbeweging,True
migrantenstatus,integratie,expanded,migrantenstatus,True
migratieramp,integratie,expanded,migratieramp,True
migratielast,integratie,expanded,migratielast,True
migratieachtergronden,integratie,expanded,migratieachtergronden,True
migrantes,integratie,expanded,migrantes,True
migratiesamenwerking,integratie,expanded,migratiesamenwerking,True
migratiespecialisten,integratie,expanded,migratiespecialisten,True
migrantenbootje,integratie,expanded,migrantenbootje,True
migratieprojecten,integratie,expanded,migratieprojecten,True
migratiebeheersing,integratie,expanded,migratiebeheersing,True
migratiekritische,integratie,expanded,migratiekritische,True
migratietraject,integratie,expanded,migratietraject,True
migrantenzender,integratie,expanded,migrantenzender,True
migrainespecialist,integratie,expanded,migrainespecialist,True
migratiekanaal,integratie,expanded,migratiekanaal,True
migratieverdrag,integratie,expanded,migratieverdrag,True
migrantendorp,integratie,expanded,migrantendorp,True
migrainelijder,integratie,expanded,migrainelijder,True
migratietechnologie,integratie,expanded,migratietechnologie,True
migratietrauma,integratie,expanded,migratietrauma,True
migraten,integratie,expanded,migraten,True
migratiebeheer,integratie,expanded,migratiebeheer,True
migrantenverenigingen,integratie,expanded,migrantenverenigingen,True
migratieautoriteiten,integratie,expanded,migratieautoriteiten,True
migrantenparochie,integratie,expanded,migrantenparochie,True
migratieprogramma,integratie,expanded,migratieprogramma,True
migratiecontrole,integratie,expanded,migratiecontrole,True
migratiestatistieken,integratie,expanded,migratiestatistieken,True
migraid,integratie,expanded,migraid,True
migrantenclubjes,integratie,expanded,migrantenclubjes,True
migratiewoordvoerder,integratie,expanded,migratiewoordvoerder,True
migratiedrama,integratie,expanded,migratiedrama,True
migrantenhaat,integratie,expanded,migrantenhaat,True
migrantensmokkel,integratie,expanded,migrantensmokkel,True
migratiemotieven,integratie,expanded,migratiemotieven,True
migratieplafond,integratie,expanded,migratieplafond,True
migrantenhuwelijken,integratie,expanded,migrantenhuwelijken,True
migratieproject,integratie,expanded,migratieproject,True
migrantenbendes,integratie,expanded,migrantenbendes,True
migratiemodel,integratie,expanded,migratiemodel,True
migrantentrek,integratie,expanded,migrantentrek,True
migratiehuwelijk,integratie,expanded,migratiehuwelijk,True
migrantentheater,integratie,expanded,migrantentheater,True
migratietrends,integratie,expanded,migratietrends,True
migrantenopvangcentrum,integratie,expanded,migrantenopvangcentrum,True
migrainedossier,integratie,expanded,migrainedossier,True
migrainemedicijnen,integratie,expanded,migrainemedicijnen,True
migrantenangst,integratie,expanded,migrantenangst,True
migratieovereenkomsten,integratie,expanded,migratieovereenkomsten,True
migrantenkunstenaars,integratie,expanded,migrantenkunstenaars,True
migrationwatch,integratie,expanded,migrationwatch,True
migratieovereenkomst,integratie,expanded,migratieovereenkomst,True
migrantengetto,integratie,expanded,migrantengetto,True
migrantenlanden,integratie,expanded,migrantenlanden,True
migratieoverleg,integratie,expanded,migratieoverleg,True
migrantenhinder,integratie,expanded,migrantenhinder,True
migratiecontrolehond,integratie,expanded,migratiecontrolehond,True
migrantenwerkster,integratie,expanded,migrantenwerkster,True
migratiekaart,integratie,expanded,migratiekaart,True
migrantenverhalen,integratie,expanded,migrantenverhalen,True
migrantenindustrie,integratie,expanded,migrantenindustrie,True
migrantenroman,integratie,expanded,migrantenroman,True
migrantenpopulaties,integratie,expanded,migrantenpopulaties,True
migratiecentra,integratie,expanded,migratiecentra,True
migratory,integratie,expanded,migratory,True
migrantenboeren,integratie,expanded,migrantenboeren,True
migratieroman,integratie,expanded,migratieroman,True
migraineachtige,integratie,expanded,migraineachtige,True
migrantenarbeid,integratie,expanded,migrantenarbeid,True
migraineonderzoek,integratie,expanded,migraineonderzoek,True
migratiecrises,integratie,expanded,migratiecrises,True
migrantenpastor,integratie,expanded,migrantenpastor,True
migrantendruk,integratie,expanded,migrantendruk,True
migratietheorie,integratie,expanded,migratietheorie,True
migrantengelden,integratie,expanded,migrantengelden,True
migratiestops,integratie,expanded,migratiestops,True
migrantenwereld,integratie,expanded,migrantenwereld,True
migratieonderwerpen,integratie,expanded,migratieonderwerpen,True
migratieachterstand,integratie,expanded,migratieachterstand,True
